date,rainfall_mm,rainfall_3day_avg,rainfall_7day_avg,river_level_m,temperature_c,humidity_pct,wind_speed_kmh,soil_moisture_pct,elevation_m,distance_to_river_km,drainage_quality,flood
2018-01-17,3.8,6.39,10.51,3.18,26.19,60.89,6.32,34.21,20,4.31,0,0
2018-01-18,11.55,9.61,10.35,5.62,29.24,59.59,12.86,36.69,50,1.03,2,0
2018-01-19,13.48,12.68,11.23,8.4,27.9,64.64,18.55,37.02,200,2.37,2,0
2018-01-20,13.02,9.31,11.34,7.43,24.96,56.13,6.26,29.94,20,0.18,1,0
2018-01-21,1.44,15.31,11.1,3.77,29.26,70.28,15.37,34.14,200,0.45,1,0
2018-01-22,31.49,12.52,14.15,12.44,25.4,71.06,6.59,35.84,20,2.86,1,0
2018-01-23,4.63,12.73,18.9,4.52,28.53,70.25,4.89,38.92,50,0.02,1,0
2018-01-24,2.08,13.22,21.29,5.38,28.7,61.23,7.47,39.96,20,6.92,1,0
2018-01-25,32.94,27.25,24.64,12.98,29.98,79.29,11.27,52.79,100,0.42,0,1
2018-01-26,46.74,36.47,22.42,15.0,31.74,80.92,12.98,33.09,5,4.63,2,1
2018-01-27,29.72,33.78,23.48,13.31,25.43,75.9,4.41,44.29,50,1.45,0,1
2018-01-28,24.87,23.52,23.37,10.72,28.03,75.69,8.47,45.27,100,1.66,2,0
2018-01-29,15.97,17.62,19.79,8.33,27.56,71.31,24.07,40.38,20,0.18,1,0
2018-01-30,12.01,9.78,14.12,9.03,28.95,69.88,37.43,32.39,10,0.91,1,0
2018-01-31,1.37,7.08,10.51,3.88,28.49,58.84,2.58,42.53,10,0.34,1,0
2018-02-01,7.88,5.41,9.72,6.21,27.33,61.54,2.14,22.93,50,1.49,2,0
2018-02-02,6.99,6.46,8.9,4.18,27.13,55.53,11.29,30.14,100,1.6,2,0
2018-02-03,4.51,10.26,7.37,4.59,25.76,64.87,5.36,38.81,20,2.47,1,0
2018-02-04,19.28,11.35,7.7,10.02,29.94,75.05,0.25,31.23,50,4.21,1,0
2018-02-05,10.27,10.27,9.04,4.72,28.86,73.22,4.26,41.6,10,1.26,2,0
2018-02-06,1.27,5.09,8.21,4.12,29.75,62.16,16.44,25.73,20,0.53,2,0
2018-02-07,3.73,7.41,11.65,4.74,27.27,58.03,15.97,29.1,20,0.81,2,0
2018-02-08,17.25,7.39,10.36,8.72,26.56,60.14,6.83,31.49,50,3.76,1,0
2018-02-09,1.19,15.67,10.3,5.1,25.69,65.8,6.4,36.21,200,0.32,2,0
2018-02-10,28.58,13.34,12.04,12.47,28.54,65.31,8.66,33.71,100,1.97,1,0
2018-02-11,10.25,16.22,15.24,8.35,25.72,63.42,2.48,33.64,10,0.03,1,0
2018-02-12,9.83,11.18,13.69,5.26,31.47,63.79,7.47,42.58,50,0.56,1,0
2018-02-13,13.46,16.47,15.95,7.7,25.13,66.38,0.11,43.95,5,1.79,0,0
2018-02-14,26.12,15.33,13.65,11.44,28.27,73.24,6.45,33.39,10,1.22,1,0
2018-02-15,6.41,16.51,12.86,4.14,30.83,63.9,4.1,26.59,10,1.36,0,0
2018-02-16,17.0,11.97,15.97,9.75,28.87,56.42,11.24,25.6,20,2.16,1,0
2018-02-17,12.51,11.39,17.47,10.04,28.0,66.33,10.17,38.18,50,0.53,2,0
2018-02-18,4.66,16.27,16.04,4.88,25.69,51.18,4.79,39.7,20,0.66,2,0
2018-02-19,31.63,20.08,19.2,13.6,24.84,79.48,0.07,37.99,200,2.31,0,0
2018-02-20,23.95,23.9,21.1,10.79,29.12,69.2,2.91,38.08,10,1.55,1,0
2018-02-21,16.11,22.86,21.95,7.48,30.57,57.27,10.03,34.76,20,0.03,1,0
2018-02-22,28.52,24.97,25.17,9.87,26.65,70.19,0.75,43.34,20,2.22,0,0
2018-02-23,30.29,25.76,23.21,11.74,25.23,72.3,1.14,47.68,10,1.94,0,1
2018-02-24,18.48,25.33,22.24,7.37,22.56,75.2,10.41,27.81,200,0.16,1,1
2018-02-25,27.21,21.21,22.0,13.71,25.5,74.59,14.1,38.41,20,2.75,1,0
2018-02-26,17.93,20.75,20.92,8.74,27.21,70.69,3.88,33.52,200,1.48,2,0
2018-02-27,17.1,16.5,16.96,8.21,30.61,74.46,6.73,29.33,20,0.46,2,0
2018-02-28,14.46,17.51,18.88,8.9,28.73,66.75,29.13,31.9,10,1.64,2,0
2018-03-01,20.96,12.67,19.4,8.44,27.97,74.25,29.1,39.66,10,1.81,1,0
2018-03-02,2.59,18.49,16.9,3.36,26.53,64.71,3.67,38.78,100,5.05,2,0
2018-03-03,31.91,21.77,18.2,13.16,26.14,69.52,16.61,44.58,5,2.71,1,0
2018-03-04,30.82,21.06,16.43,13.98,30.1,82.77,9.01,36.62,200,0.72,1,0
2018-03-05,0.45,19.16,14.31,4.24,27.66,53.12,37.08,26.93,20,0.25,2,0
2018-03-06,26.21,9.58,16.86,11.66,23.03,77.69,6.49,35.55,10,3.84,2,0
2018-03-07,2.07,11.47,12.67,4.21,25.87,53.45,14.9,28.14,50,3.74,1,0
2018-03-08,6.12,9.53,11.92,5.82,25.47,66.07,14.62,28.73,10,0.39,0,0
2018-03-09,20.41,9.72,15.68,9.86,26.07,79.51,6.88,39.18,5,0.13,2,0
2018-03-10,2.63,16.2,13.45,3.05,28.26,60.25,15.88,36.35,100,2.49,2,0
2018-03-11,25.55,18.32,13.17,11.22,26.9,71.49,3.03,38.21,20,2.56,1,0
2018-03-12,26.77,20.98,13.02,10.24,26.94,76.44,1.3,33.42,50,0.39,1,0
2018-03-13,10.62,12.5,12.16,6.78,29.69,63.66,5.54,38.82,10,2.21,0,0
2018-03-14,0.1,5.26,20.3,2.95,25.65,69.14,28.76,36.05,5,0.65,0,0
2018-03-15,5.07,6.52,18.79,8.07,30.74,63.5,6.95,43.1,20,0.6,1,0
2018-03-16,14.39,26.36,15.61,7.77,25.65,65.6,10.09,37.97,50,0.78,0,1
2018-03-17,59.6,29.66,16.25,15.0,27.15,87.1,9.79,35.46,100,1.47,2,1
2018-03-18,14.99,26.37,17.9,7.84,26.38,62.83,1.42,38.22,50,3.26,2,1
2018-03-19,4.51,11.53,20.42,5.48,27.16,59.12,4.95,38.08,100,1.38,1,0
2018-03-20,15.08,10.41,18.6,10.03,27.78,65.79,12.27,45.42,10,0.71,1,0
2018-03-21,11.65,16.48,13.16,6.29,27.74,63.39,35.75,36.49,5,4.31,1,0
2018-03-22,22.7,12.02,12.69,8.41,25.34,68.06,1.84,35.07,10,0.11,0,0
2018-03-23,1.7,15.29,19.1,4.99,24.57,71.34,5.28,36.45,100,3.19,0,0
2018-03-24,21.47,11.62,17.85,8.28,31.8,65.59,1.0,41.35,100,3.07,1,0
2018-03-25,11.69,27.54,18.33,6.48,25.8,66.58,2.78,40.87,10,0.58,2,0
2018-03-26,49.45,22.47,20.85,15.0,28.14,87.69,4.73,36.97,5,0.44,2,1
2018-03-27,6.28,23.58,20.84,5.3,23.5,66.29,7.78,32.56,50,4.15,2,0
2018-03-28,15.02,20.54,23.7,8.83,26.14,67.22,2.62,34.97,100,1.64,1,0
2018-03-29,40.33,18.99,24.53,14.78,26.42,78.96,2.58,38.89,100,0.09,2,1
2018-03-30,1.62,27.83,17.61,3.66,27.59,63.07,15.04,43.79,10,4.43,1,0
2018-03-31,41.52,20.2,17.48,15.0,21.18,82.09,32.87,35.74,50,0.86,0,1
2018-04-01,17.47,20.01,17.98,8.92,26.93,67.44,3.91,34.22,100,0.84,1,0
2018-04-02,1.05,7.96,12.37,3.93,24.27,52.72,11.65,26.14,20,2.06,2,0
2018-04-03,5.37,8.3,14.0,5.63,27.19,60.35,2.99,43.17,50,2.17,0,0
2018-04-04,18.47,8.3,8.98,10.05,24.45,63.5,26.3,36.44,20,0.87,1,0
2018-04-05,1.05,10.87,8.56,4.28,24.79,57.19,11.17,37.41,10,0.31,1,0
2018-04-06,13.09,6.83,8.51,7.97,25.92,66.71,16.23,38.21,200,1.61,0,0
2018-04-07,6.37,11.34,12.14,3.51,24.34,64.98,0.51,34.03,200,1.96,1,0
2018-04-08,14.55,7.21,17.28,7.93,25.47,76.18,9.13,37.34,20,3.94,1,0
2018-04-09,0.7,15.34,24.57,4.29,24.01,57.66,7.5,47.27,10,1.33,2,0
2018-04-10,30.78,28.65,25.67,13.61,22.71,79.26,3.47,41.17,50,2.08,2,0
2018-04-11,54.45,45.76,25.06,15.0,28.38,88.76,3.04,42.96,20,0.11,2,1
2018-04-12,52.05,42.42,26.02,15.0,23.73,92.5,8.68,44.76,10,4.5,0,1
2018-04-13,20.77,24.97,25.97,9.04,25.94,73.27,12.26,43.6,20,0.79,0,0
2018-04-14,2.09,14.72,21.62,4.77,27.78,56.0,0.34,38.01,50,2.0,0,0
2018-04-15,21.3,7.92,14.68,11.13,25.02,62.03,8.38,35.7,5,4.96,2,0
2018-04-16,0.37,7.34,8.69,3.12,24.57,61.74,1.87,37.36,50,3.33,0,0
2018-04-17,0.34,2.19,8.87,4.69,26.65,57.53,1.51,37.43,5,2.03,1,0
2018-04-18,5.86,5.42,11.04,5.41,28.41,58.03,9.76,40.26,100,2.43,1,0
2018-04-19,10.06,12.67,9.26,6.37,23.81,58.69,3.72,36.46,200,5.07,0,0
2018-04-20,22.07,16.46,9.89,9.87,25.82,71.84,5.81,36.94,50,3.34,0,0
2018-04-21,17.25,16.06,22.38,9.57,22.63,76.16,4.46,36.72,20,1.88,2,0
2018-04-22,8.86,10.3,22.73,6.55,25.29,62.38,10.45,36.19,20,2.15,0,0
2018-04-23,4.8,33.81,22.58,7.67,26.12,65.35,6.35,42.94,50,0.32,1,1
2018-04-24,87.77,33.63,19.81,15.0,24.31,100.0,33.09,35.05,200,1.27,1,1
2018-04-25,8.33,35.04,20.74,6.62,25.08,57.72,4.34,38.19,10,0.72,1,0
2018-04-26,9.01,6.67,22.01,5.57,23.16,68.18,13.48,45.7,20,1.13,1,0
2018-04-27,2.68,11.81,21.86,3.26,26.1,55.87,2.97,44.85,20,2.17,2,0
2018-04-28,23.76,14.73,9.51,10.61,28.03,71.99,7.11,35.31,20,0.32,1,1
2018-04-29,17.75,15.08,10.76,8.99,23.7,67.17,8.04,32.82,20,0.04,0,0
2018-04-30,3.74,7.59,11.75,8.12,24.63,66.34,3.99,34.08,200,1.01,1,0
2018-05-01,1.29,7.38,12.05,3.67,26.85,55.35,6.38,39.16,20,0.78,1,0
2018-05-02,17.11,11.45,15.12,7.28,28.25,70.51,3.28,35.86,20,1.09,2,0
2018-05-03,15.94,12.61,12.93,8.61,22.81,63.77,0.06,32.38,200,5.35,2,0
2018-05-04,4.79,21.98,13.61,2.45,25.43,59.84,2.43,41.52,20,2.46,2,0
2018-05-05,45.2,17.48,19.59,15.0,26.31,64.42,12.04,38.74,100,0.79,1,1
2018-05-06,2.46,18.72,18.31,4.26,25.52,71.69,14.74,34.44,5,0.4,1,0
2018-05-07,8.49,18.03,18.21,7.0,20.74,67.0,3.29,39.68,200,1.93,2,0
2018-05-08,43.13,19.93,18.62,15.0,26.67,77.73,5.24,42.3,10,2.14,1,1
2018-05-09,8.16,22.19,12.85,5.34,28.69,58.46,0.38,30.1,200,1.32,2,0
2018-05-10,15.26,10.34,21.35,7.9,25.86,65.15,2.71,37.54,10,0.48,2,0
2018-05-11,7.6,9.22,21.27,4.86,23.53,67.39,15.11,37.27,20,0.06,1,0
2018-05-12,4.81,24.81,19.92,3.59,24.55,52.94,9.31,40.23,20,0.62,1,0
2018-05-13,62.01,24.9,19.31,15.0,29.09,90.3,2.3,40.88,20,1.22,1,1
2018-05-14,7.9,34.53,17.64,4.34,27.34,72.8,2.98,34.3,20,3.1,0,0
2018-05-15,33.68,15.17,16.63,13.11,26.78,71.17,16.97,29.19,200,3.84,1,0
2018-05-16,3.92,13.73,18.2,3.48,26.18,62.36,2.35,42.44,20,1.07,1,0
2018-05-17,3.59,2.66,10.33,5.24,24.12,72.81,4.07,28.53,50,3.18,0,0
2018-05-18,0.47,6.63,13.48,5.8,25.02,63.4,10.92,36.75,10,10.03,1,0
2018-05-19,15.82,7.73,10.04,6.68,25.24,68.54,8.24,33.36,100,2.52,1,0
2018-05-20,6.9,17.56,16.87,3.35,26.47,65.98,6.18,37.56,50,2.61,2,0
2018-05-21,29.97,15.49,16.8,12.34,28.36,72.98,23.0,44.97,200,4.81,2,0
2018-05-22,9.61,30.43,21.08,6.4,27.56,71.31,2.48,53.62,20,0.83,1,0
2018-05-23,51.72,21.47,22.03,15.0,22.46,83.86,13.53,30.64,10,0.02,2,1
2018-05-24,3.08,28.41,24.2,3.89,25.72,51.74,1.73,44.6,20,8.68,1,0
2018-05-25,30.45,18.67,23.91,12.39,26.72,73.27,9.56,38.78,50,1.35,1,0
2018-05-26,22.48,25.01,25.61,10.69,26.46,66.41,20.45,45.48,50,3.08,2,0
2018-05-27,22.11,24.18,20.33,11.38,23.94,69.65,6.12,42.92,100,3.35,1,0
2018-05-28,27.94,23.84,20.19,9.54,31.0,72.68,12.88,45.12,5,1.01,1,0
2018-05-29,21.47,21.39,15.91,9.5,22.59,76.72,17.17,37.79,50,1.56,1,0
2018-05-30,14.76,12.78,18.13,8.18,22.95,70.86,1.46,32.81,200,1.55,2,0
2018-05-31,2.11,5.79,17.03,3.03,25.56,62.37,12.24,41.45,10,0.5,1,0
2018-06-01,0.5,13.55,16.45,5.73,29.3,60.23,25.24,37.17,5,0.25,2,0
2018-06-02,38.05,17.64,14.79,14.15,23.37,73.73,8.59,34.75,50,1.57,1,0
2018-06-03,14.38,25.44,12.95,7.77,24.49,56.29,2.06,32.8,20,0.26,2,0
2018-06-04,23.88,16.04,12.93,11.33,27.15,72.51,1.36,40.21,50,0.85,1,0
2018-06-05,9.85,11.87,15.34,5.75,24.93,68.9,3.01,44.15,50,0.41,1,0
2018-06-06,1.87,4.58,11.11,1.85,24.27,60.39,1.09,28.47,200,2.45,1,0
2018-06-07,2.01,7.08,9.54,3.59,26.05,58.33,7.2,36.92,100,4.11,1,0
2018-06-08,17.35,9.27,7.58,9.94,25.44,71.0,0.72,31.17,50,1.73,0,0
2018-06-09,8.44,9.72,6.31,5.63,26.93,63.8,2.53,25.19,20,1.06,0,0
2018-06-10,3.36,7.31,7.91,3.49,27.43,70.11,5.8,33.9,20,11.39,0,0
2018-06-11,10.15,4.83,8.3,7.65,25.43,71.24,6.42,29.15,100,0.04,2,0
2018-06-12,1.0,8.08,9.24,3.4,25.38,65.3,8.33,25.81,50,0.73,2,0
2018-06-13,13.08,6.26,8.83,6.81,25.2,70.33,12.23,29.62,100,0.65,2,0
2018-06-14,4.7,13.91,9.65,5.09,25.72,55.9,0.48,28.72,20,0.88,2,0
2018-06-15,23.96,11.41,8.23,11.61,24.83,75.29,0.84,30.06,10,0.52,1,0
2018-06-16,5.57,12.88,8.25,8.03,24.69,64.67,0.63,26.67,20,0.61,1,0
2018-06-17,9.11,4.95,7.45,7.23,27.06,67.59,5.5,31.0,10,0.6,2,0
2018-06-18,0.18,3.47,8.18,4.94,27.67,62.55,0.43,29.7,100,1.41,2,0
2018-06-19,1.13,2.93,6.72,3.23,21.6,62.83,13.71,34.56,50,0.99,0,0
2018-06-20,7.48,6.14,6.66,4.51,24.61,77.24,2.52,35.63,5,2.04,1,0
2018-06-21,9.81,10.34,7.9,6.52,23.19,64.52,28.0,34.46,50,1.44,0,0
2018-06-22,13.75,9.57,12.09,7.75,23.92,71.55,6.66,33.66,100,0.41,1,0
2018-06-23,5.17,12.24,15.17,3.76,25.32,60.23,5.91,34.76,50,3.32,1,0
2018-06-24,17.81,17.5,14.19,8.63,25.83,72.86,15.17,31.49,50,1.28,2,0
2018-06-25,29.5,23.34,14.19,12.83,24.24,79.45,12.49,31.61,20,0.33,1,0
2018-06-26,22.7,17.6,12.47,10.74,20.61,73.17,9.35,38.51,100,0.37,1,0
2018-06-27,0.61,11.04,12.32,4.29,22.49,68.65,27.36,26.13,20,3.19,1,0
2018-06-28,9.82,4.03,19.03,6.8,26.18,60.49,5.49,37.21,100,2.43,2,0
2018-06-29,1.66,5.21,15.15,3.39,18.88,58.4,16.53,34.44,100,1.41,1,0
2018-06-30,4.16,23.53,13.38,4.13,26.72,63.14,4.78,38.35,100,0.73,1,0
2018-07-01,64.76,23.74,15.36,15.0,25.36,96.78,18.22,29.02,200,1.23,1,1
2018-07-02,2.31,25.81,16.55,6.33,26.92,62.05,3.0,36.68,50,2.02,1,0
2018-07-03,10.36,9.04,18.07,6.63,23.87,71.61,3.41,38.94,5,4.23,0,0
2018-07-04,14.44,14.33,17.5,7.56,20.12,63.91,11.33,27.48,10,1.62,2,0
2018-07-05,18.18,14.98,9.1,7.84,25.08,63.39,2.39,28.27,5,0.65,0,1
2018-07-06,12.3,10.21,10.33,10.71,26.74,67.69,2.6,33.67,10,0.09,1,0
2018-07-07,0.15,6.13,9.05,2.26,26.01,59.69,3.64,36.19,5,0.39,1,0
2018-07-08,5.93,5.67,7.91,4.76,22.81,65.68,11.36,34.08,50,2.1,1,0
2018-07-09,10.94,6.08,5.38,7.28,24.29,65.33,22.02,34.96,5,0.35,2,0
2018-07-10,1.38,6.26,3.8,4.63,23.02,58.99,11.23,26.12,20,1.31,0,0
2018-07-11,6.48,2.79,4.86,6.59,22.43,62.86,17.59,24.0,100,2.4,0,0
2018-07-12,0.51,2.74,4.32,5.82,25.95,60.4,7.84,32.15,50,0.74,2,0
2018-07-13,1.23,3.11,4.56,4.48,21.62,59.09,0.71,25.68,200,2.21,2,0
2018-07-14,7.59,3.65,6.86,4.51,22.2,62.78,1.06,28.42,10,1.74,2,0
2018-07-15,2.14,7.43,9.39,3.83,21.76,59.05,8.08,38.42,50,1.16,1,0
2018-07-16,12.57,10.75,9.8,7.64,20.96,70.57,3.97,34.87,20,4.55,2,0
2018-07-17,17.54,18.1,10.02,11.24,24.21,69.74,2.49,31.17,20,2.36,1,0
2018-07-18,24.19,15.03,9.17,9.08,26.21,83.38,6.28,30.18,50,0.89,1,0
2018-07-19,3.35,10.1,11.03,5.95,23.5,62.48,10.98,37.52,5,3.26,2,0
2018-07-20,2.75,2.59,11.86,4.54,20.83,58.62,4.86,35.81,10,2.68,0,0
2018-07-21,1.66,6.53,9.43,5.0,25.49,74.18,16.22,27.7,50,3.14,1,0
2018-07-22,15.18,11.74,11.87,7.93,27.16,69.66,13.41,25.01,100,2.05,2,0
2018-07-23,18.39,11.35,11.5,8.01,22.47,74.14,13.28,44.01,50,0.95,1,0
2018-07-24,0.48,20.05,12.78,4.55,22.78,63.2,42.12,29.0,20,0.86,1,0
2018-07-25,41.28,14.19,15.19,15.0,24.75,83.76,3.5,38.71,20,2.12,1,1
2018-07-26,0.8,17.92,17.41,4.91,26.93,63.08,10.35,44.52,5,0.28,0,0
2018-07-27,11.69,10.34,17.47,6.99,22.63,60.33,19.34,37.72,200,3.43,0,0
2018-07-28,18.52,20.31,20.87,8.34,20.98,71.1,8.66,35.34,100,0.93,2,0
2018-07-29,30.72,22.67,15.86,10.84,24.88,68.73,15.58,29.21,5,1.99,2,0
2018-07-30,18.78,24.59,19.36,10.12,25.19,68.52,5.35,30.54,10,1.38,1,0
2018-07-31,24.27,16.42,17.87,11.29,23.58,68.51,8.93,39.03,50,1.47,0,0
2018-08-01,6.22,18.6,20.05,4.21,22.42,64.9,0.57,45.27,10,2.68,0,0
2018-08-02,25.3,10.92,17.36,10.44,25.5,74.32,42.52,34.97,200,1.97,1,0
2018-08-03,1.25,20.11,18.32,3.32,24.55,63.03,16.1,34.55,100,0.58,1,0
2018-08-04,33.78,15.64,16.14,11.85,21.93,78.33,20.31,39.94,20,0.15,1,0
2018-08-05,11.9,23.73,17.46,6.09,23.54,62.91,11.85,33.55,5,3.67,2,0
2018-08-06,25.5,15.48,15.45,9.79,20.71,71.44,2.06,37.55,100,4.32,2,0
2018-08-07,9.03,16.67,18.09,5.71,24.76,69.12,0.32,37.44,20,0.36,0,0
2018-08-08,15.47,11.91,13.45,7.26,22.84,73.08,20.0,33.33,50,0.74,1,0
2018-08-09,11.21,15.47,11.88,4.91,22.47,59.87,5.05,34.67,20,0.66,1,0
2018-08-10,19.73,10.74,8.84,11.85,23.25,62.21,3.06,42.35,10,5.54,0,0
2018-08-11,1.28,7.31,7.93,5.39,23.37,57.0,8.25,36.19,50,0.46,2,0
2018-08-12,0.93,2.16,10.12,2.85,25.06,65.69,5.46,39.51,20,0.36,0,0
2018-08-13,4.26,2.6,9.05,5.1,24.43,68.2,10.55,29.03,10,0.4,0,0
2018-08-14,2.61,12.56,14.21,4.78,22.91,56.68,6.61,41.16,10,2.62,0,0
2018-08-15,30.81,12.38,14.91,14.17,24.72,76.94,11.95,39.16,50,4.38,2,0
2018-08-16,3.71,30.13,15.2,3.63,23.97,71.03,19.2,28.58,50,1.0,1,0
2018-08-17,55.86,21.91,17.94,15.0,22.29,90.01,2.18,39.87,20,0.29,1,1
2018-08-18,6.16,21.68,19.87,4.69,22.87,70.19,4.0,35.38,50,1.76,2,0
2018-08-19,3.02,10.86,16.94,2.8,22.8,66.5,5.74,29.05,10,0.47,1,0
2018-08-20,23.39,14.18,18.15,11.39,24.08,67.14,32.72,37.91,20,0.13,2,0
2018-08-21,16.13,16.62,12.89,9.89,22.31,67.11,4.55,37.85,50,4.35,1,0
2018-08-22,10.34,12.88,12.57,9.71,22.24,65.35,4.8,35.79,50,4.09,1,0
2018-08-23,12.16,13.85,24.16,5.71,26.93,66.6,10.6,39.12,20,7.45,2,0
2018-08-24,19.05,11.7,28.7,10.05,24.85,74.11,5.43,39.83,10,1.28,1,0
2018-08-25,3.89,35.69,28.65,4.18,21.43,63.99,30.21,53.79,5,0.7,2,0
2018-08-26,84.13,47.74,27.65,15.0,24.06,87.38,22.49,35.15,100,2.94,2,1
2018-08-27,55.21,51.7,28.35,15.0,23.13,81.04,7.2,45.71,5,0.4,0,1
2018-08-28,15.76,24.77,25.79,6.71,23.66,56.94,10.35,40.39,10,0.56,1,0
2018-08-29,3.34,12.07,25.3,3.57,23.12,62.55,0.6,35.85,10,0.59,0,0
2018-08-30,17.1,7.19,13.92,8.73,25.2,69.75,11.9,35.33,20,6.06,1,0
2018-08-31,1.12,6.23,7.37,3.07,23.49,61.98,12.28,25.98,100,2.62,1,0
2018-09-01,0.47,2.02,9.46,4.43,22.65,55.44,4.45,30.81,10,0.29,0,0
2018-09-02,4.47,4.75,11.77,6.07,24.84,65.61,2.48,34.47,50,0.19,1,0
2018-09-03,9.32,14.73,12.23,7.01,23.19,68.24,24.66,27.14,5,3.7,2,0
2018-09-04,30.41,19.73,13.26,14.56,22.94,68.93,5.56,37.84,20,3.24,2,0
2018-09-05,19.48,23.42,14.1,9.84,23.31,62.41,10.6,30.82,10,2.22,0,0
2018-09-06,20.36,16.05,14.46,8.15,22.47,70.18,0.34,28.52,10,0.44,0,0
2018-09-07,8.31,11.68,22.54,7.63,22.65,73.12,5.35,33.62,20,1.31,0,0
2018-09-08,6.37,7.21,18.29,4.68,21.43,71.68,17.0,48.19,100,1.85,2,0
2018-09-09,6.96,26.41,19.83,6.68,21.08,66.29,4.9,28.04,50,5.38,1,0
2018-09-10,65.91,24.49,18.77,15.0,20.56,89.31,9.24,39.69,20,0.37,2,1
2018-09-11,0.61,32.26,18.82,4.23,19.75,64.74,2.36,33.77,10,1.45,2,0
2018-09-12,30.26,14.61,20.68,10.78,20.75,72.87,5.39,36.52,20,0.34,2,0
2018-09-13,12.97,17.3,21.11,6.29,22.13,62.65,26.26,41.47,50,1.17,0,0
2018-09-14,8.66,13.67,16.13,7.69,22.66,53.61,8.36,39.22,100,0.45,1,0
2018-09-15,19.38,12.68,20.99,9.11,21.89,70.2,23.22,34.99,200,3.62,2,0
2018-09-16,10.0,20.13,17.84,6.6,17.7,61.85,23.23,30.35,50,0.59,0,0
2018-09-17,31.0,25.22,16.68,13.71,25.53,75.98,28.85,39.78,20,1.08,1,1
2018-09-18,34.64,24.62,17.37,14.73,24.53,65.83,22.58,39.71,50,1.05,1,0
2018-09-19,8.22,15.91,19.82,6.3,23.23,64.96,0.03,36.5,20,4.02,1,0
2018-09-20,4.86,8.85,18.89,4.71,26.13,50.28,27.18,39.77,50,2.84,2,0
2018-09-21,13.46,18.28,16.55,7.16,20.33,72.17,1.48,34.39,10,0.12,1,0
2018-09-22,36.52,17.84,13.74,15.0,26.04,80.87,0.41,31.36,20,0.14,2,0
2018-09-23,3.55,18.23,15.4,5.23,20.31,60.38,0.57,36.18,5,1.6,1,0
2018-09-24,14.63,11.05,15.01,7.58,22.69,70.13,4.29,38.6,20,1.12,1,0
2018-09-25,14.98,16.47,15.78,9.29,19.64,62.6,9.7,37.86,50,0.64,2,0
2018-09-26,19.81,12.3,15.7,9.29,22.2,70.27,5.15,38.83,100,3.15,2,0
2018-09-27,2.12,13.6,15.62,3.11,22.92,65.03,0.26,32.45,100,0.28,2,0
2018-09-28,18.87,18.98,14.11,8.25,21.81,53.96,6.47,43.55,200,7.3,2,0
2018-09-29,35.96,19.27,19.59,13.11,23.52,75.74,5.84,36.12,5,0.05,1,0
2018-09-30,2.97,14.33,17.18,4.06,22.27,61.37,14.14,36.28,20,0.25,0,0
2018-10-01,4.07,20.12,21.01,6.2,21.0,61.05,3.28,31.81,50,0.75,0,0
2018-10-02,53.31,20.13,19.77,15.0,20.89,93.94,2.45,36.94,100,1.42,1,1
2018-10-03,2.99,28.4,15.24,4.62,23.62,55.88,2.96,38.76,20,0.49,1,0
2018-10-04,28.9,14.02,19.2,11.38,20.67,71.35,3.62,41.49,5,2.67,0,0
2018-10-05,10.17,14.44,19.88,6.24,23.78,55.5,9.14,45.76,20,0.88,1,0
2018-10-06,4.26,15.04,13.81,2.97,24.37,69.68,6.38,38.13,200,0.08,0,0
2018-10-07,30.69,14.6,14.34,12.44,18.57,74.11,4.11,37.12,100,4.2,1,0
2018-10-08,8.84,16.79,12.14,5.92,24.15,62.23,4.69,32.62,20,5.76,0,0
2018-10-09,10.85,8.79,11.07,7.4,25.98,65.16,4.64,31.12,100,1.93,2,0
2018-10-10,6.68,10.34,11.52,5.77,22.34,66.52,35.9,39.46,5,3.29,1,0
2018-10-11,13.48,7.61,14.61,6.11,23.01,68.48,2.65,40.6,20,0.26,1,0
2018-10-12,2.68,7.87,13.99,5.6,23.86,74.58,17.04,30.21,50,0.63,2,0
2018-10-13,7.44,20.81,14.73,5.98,21.21,65.99,12.32,39.51,10,0.79,0,0
2018-10-14,52.31,21.41,14.62,15.0,22.1,83.83,0.06,39.1,10,6.48,2,1
2018-10-15,4.48,24.28,15.87,4.83,19.08,59.43,49.87,30.78,100,1.44,1,0
2018-10-16,16.04,8.81,15.79,7.69,21.97,66.06,14.12,39.02,50,0.01,0,0
2018-10-17,5.9,14.74,22.23,5.53,22.66,55.44,11.47,33.64,200,0.96,1,0
2018-10-18,22.27,10.09,16.05,10.75,22.67,71.34,5.2,24.27,10,0.02,2,0
2018-10-19,2.1,25.63,15.99,2.03,23.75,64.97,8.1,35.6,20,0.54,1,1
2018-10-20,52.51,21.23,13.86,15.0,20.04,83.19,2.92,36.83,20,1.21,1,1
2018-10-21,9.07,21.87,13.42,5.92,20.51,60.5,0.36,34.79,100,0.78,2,0
2018-10-22,4.04,4.75,11.81,5.02,25.34,69.6,18.08,49.06,20,0.07,2,0
2018-10-23,1.15,2.66,12.39,5.28,21.22,53.44,22.68,36.85,20,0.25,2,0
2018-10-24,2.79,4.98,8.67,3.41,21.9,51.06,1.77,34.2,10,1.6,2,0
2018-10-25,11.0,6.65,8.58,6.2,21.34,59.74,15.47,35.58,100,2.38,2,0
2018-10-26,6.16,14.55,8.62,4.73,19.81,55.38,13.52,31.24,10,1.04,1,0
